EmployeeNo,Last_performance_score,No_of_previous_employers,Targets_met,Training_score_average,Trainings_Attended,Age_recurited,Years_in_company,Channel_of_Recruitment_Agency and others,Channel_of_Recruitment_Direct Internal process,Channel_of_Recruitment_Referral and Special candidates,Division_Business Finance Operations,Division_Commercial Sales and Marketing,Division_Customer Support and Field Operations,Division_Information Technology and Solution Support,Division_Information and Strategy,Division_People/HR Management,Division_Regulatory and Legal services,Division_Research and Innovation,Division_Sourcing and Purchasing,Foreign_schooled_No,Foreign_schooled_Yes,Gender_Female,Gender_Male,Marital_Status_Married,Marital_Status_Not_Sure,Marital_Status_Single,Previous_Award_0,Previous_Award_1,Previous_IntraDepartmental_Movement_No,Previous_IntraDepartmental_Movement_Yes,Qualification_First Degree or HND,"Qualification_MSc, MBA and PhD",Qualification_Non-University Education,Qualification_something_here,Past_Disciplinary_Action_No,Past_Disciplinary_Action_Yes,zone_NC,zone_NE,zone_NW,zone_SE,zone_SS,zone_SW
47593,YAK/S/31006,7.5,2,0,3.970291913552122,3,3.332204510175204,2.1972245773362196,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
47594,YAK/S/31008,7.5,1,1,4.343805421853684,2,3.4339872044851463,1.791759469228055,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
47595,YAK/S/31012,0.0,1,1,4.2626798770413155,2,3.044522437723423,0.6931471805599453,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
47596,YAK/S/31015,10.0,1,0,3.9512437185814275,2,3.6375861597263857,1.9459101490553132,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
47597,YAK/S/31019,10.0,4,1,4.290459441148391,2,3.1780538303479458,2.1972245773362196,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
47598,YAK/S/31026,5.0,0,0,3.713572066704308,2,3.2188758248682006,1.791759469228055,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
47599,YAK/S/31031,0.0,1,0,3.713572066704308,2,2.995732273553991,0.6931471805599453,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
47600,YAK/S/31033,5.0,0,1,4.07753744390572,2,3.828641396489095,1.9459101490553132,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
47601,YAK/S/31037,7.5,1,1,3.9318256327243257,2,3.2188758248682006,1.3862943611198906,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
47602,YAK/S/31044,2.5,0,0,3.8066624897703196,2,3.367295829986474,2.0794415416798357,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
47603,YAK/S/31048,12.5,0,1,3.6109179126442243,2,3.295836866004329,2.8903717578961645,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
47604,YAK/S/31056,12.5,0,0,4.356708826689592,2,3.295836866004329,1.0986122886681096,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
47605,YAK/S/31067,7.5,2,1,4.442651256490317,2,3.4657359027997265,1.791759469228055,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
47606,YAK/S/31068,10.0,1,0,4.189654742026425,2,3.5553480614894135,2.0794415416798357,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
47607,YAK/S/31069,7.5,0,1,3.6635616461296463,2,3.367295829986474,2.995732273553991,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
47608,YAK/S/31074,10.0,1,1,4.31748811353631,2,3.332204510175204,1.9459101490553132,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
47609,YAK/S/31075,0.0,1,0,3.828641396489095,2,3.1780538303479458,0.6931471805599453,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
47610,YAK/S/31076,7.5,1,0,3.9889840465642745,2,3.5553480614894135,2.1972245773362196,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
47611,YAK/S/31078,12.5,1,1,3.9512437185814275,2,3.1780538303479458,2.302585092994046,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
47612,YAK/S/31083,7.5,1,0,3.58351893845611,2,3.4011973816621555,2.1972245773362196,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
47613,YAK/S/31085,0.0,1,0,3.8918202981106265,2,3.258096538021482,0.6931471805599453,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
47614,YAK/S/31089,2.5,0,0,3.784189633918261,2,3.258096538021482,2.833213344056216,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
47615,YAK/S/31090,7.5,0,0,4.007333185232471,2,3.1780538303479458,1.3862943611198906,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
47616,YAK/S/31094,7.5,1,0,4.304065093204169,2,3.2188758248682006,1.0986122886681096,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
47617,YAK/S/31096,2.5,2,1,3.828641396489095,2,3.5263605246161616,1.6094379124341003,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
47618,YAK/S/31097,0.0,0,0,4.0943445622221,3,3.258096538021482,0.6931471805599453,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
47619,YAK/S/31100,10.0,1,0,4.394449154672439,2,3.4339872044851463,1.6094379124341003,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
47620,YAK/S/31105,7.5,1,0,3.6888794541139363,2,3.4011973816621555,2.3978952727983707,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
47621,YAK/S/31107,5.0,1,0,4.248495242049359,2,3.6888794541139363,2.9444389791664403,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
47622,YAK/S/31108,10.0,1,0,3.7376696182833684,2,3.1780538303479458,1.3862943611198906,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
47623,YAK/S/31110,2.5,1,0,4.007333185232471,2,3.2188758248682006,2.4849066497880004,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
47624,YAK/S/31115,10.0,0,0,4.143134726391533,2,3.4011973816621555,1.0986122886681096,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
47625,YAK/S/31119,7.5,1,0,4.204692619390966,2,3.2188758248682006,2.4849066497880004,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
47626,YAK/S/31123,0.0,0,0,3.9318256327243257,2,3.2188758248682006,0.6931471805599453,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
47627,YAK/S/31127,7.5,1,0,3.784189633918261,2,3.4965075614664802,1.6094379124341003,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
47628,YAK/S/31128,12.5,0,0,3.970291913552122,2,3.295836866004329,2.3978952727983707,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
47629,YAK/S/31129,10.0,1,1,4.290459441148391,3,3.2188758248682006,1.9459101490553132,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
47630,YAK/S/31136,12.5,0,1,4.477336814478207,2,3.1780538303479458,1.0986122886681096,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
47631,YAK/S/31141,2.5,2,0,3.912023005428146,2,3.4339872044851463,1.0986122886681096,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
47632,YAK/S/31145,10.0,1,0,3.713572066704308,2,3.258096538021482,1.9459101490553132,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
47633,YAK/S/31149,0.0,5,1,3.5553480614894135,2,3.295836866004329,0.6931471805599453,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
47634,YAK/S/31156,7.5,1,1,3.713572066704308,2,3.367295829986474,1.3862943611198906,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
47635,YAK/S/31162,2.5,1,0,4.204692619390966,2,3.4657359027997265,1.6094379124341003,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
47636,YAK/S/31166,10.0,0,1,4.189654742026425,2,3.332204510175204,2.0794415416798357,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
47637,YAK/S/31168,7.5,1,0,4.356708826689592,2,3.1780538303479458,1.9459101490553132,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
47638,YAK/S/31169,0.0,0,1,3.6888794541139363,2,3.332204510175204,0.6931471805599453,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
47639,YAK/S/31171,5.0,0,0,3.9889840465642745,2,3.258096538021482,1.0986122886681096,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
47640,YAK/S/31173,7.5,1,1,3.713572066704308,2,3.2188758248682006,2.0794415416798357,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
47641,YAK/S/31174,7.5,1,0,4.2626798770413155,2,3.332204510175204,1.3862943611198906,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
47642,YAK/S/31177,2.5,0,0,4.304065093204169,2,3.7376696182833684,1.3862943611198906,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
47643,YAK/S/31186,7.5,3,0,4.204692619390966,4,3.8712010109078907,2.0794415416798357,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
47644,YAK/S/31188,12.5,0,0,3.6888794541139363,2,3.295836866004329,1.791759469228055,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
47645,YAK/S/31191,10.0,0,0,4.02535169073515,2,3.332204510175204,2.0794415416798357,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
47646,YAK/S/31193,2.5,1,0,3.6888794541139363,2,3.5263605246161616,2.0794415416798357,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
47647,YAK/S/31202,7.5,4,0,4.356708826689592,2,3.2188758248682006,2.302585092994046,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
47648,YAK/S/31206,10.0,2,1,4.343805421853684,2,3.044522437723423,1.6094379124341003,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
47649,YAK/S/31207,10.0,0,0,3.8918202981106265,2,3.713572066704308,2.0794415416798357,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
47650,YAK/S/31210,7.5,2,0,3.58351893845611,2,3.091042453358316,1.3862943611198906,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
47651,YAK/S/31211,10.0,1,0,3.912023005428146,2,3.5553480614894135,2.0794415416798357,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
47652,YAK/S/31212,10.0,1,1,4.2626798770413155,3,3.367295829986474,1.6094379124341003,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
47653,YAK/S/31213,0.0,0,0,3.7612001156935624,3,3.332204510175204,0.6931471805599453,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
47654,YAK/S/31215,7.5,0,0,3.9318256327243257,2,3.044522437723423,1.9459101490553132,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
47655,YAK/S/31216,10.0,0,0,4.174387269895637,3,3.258096538021482,1.0986122886681096,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
47656,YAK/S/31218,10.0,6,0,4.127134385045092,2,3.258096538021482,2.639057329615259,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
47657,YAK/S/31223,7.5,1,0,3.6888794541139363,2,3.713572066704308,1.9459101490553132,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
47658,YAK/S/31226,10.0,1,1,4.276666119016055,2,3.58351893845611,2.0794415416798357,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
47659,YAK/S/31236,12.5,3,1,4.060443010546419,3,3.4965075614664802,1.3862943611198906,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
47660,YAK/S/31237,0.0,0,0,3.7612001156935624,2,3.1354942159291497,0.6931471805599453,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
47661,YAK/S/31238,7.5,2,0,4.02535169073515,5,3.7376696182833684,2.0794415416798357,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
47662,YAK/S/31240,7.5,0,0,4.290459441148391,3,3.1354942159291497,1.0986122886681096,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
47663,YAK/S/31246,10.0,0,1,4.31748811353631,2,3.4339872044851463,1.6094379124341003,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
47664,YAK/S/31250,7.5,1,0,3.6635616461296463,2,3.295836866004329,2.995732273553991,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
47665,YAK/S/31252,10.0,0,0,4.219507705176107,2,3.295836866004329,2.5649493574615367,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
47666,YAK/S/31254,10.0,1,0,3.8066624897703196,2,3.295836866004329,1.6094379124341003,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
47667,YAK/S/31258,2.5,1,0,4.31748811353631,3,3.5263605246161616,2.833213344056216,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
47668,YAK/S/31260,10.0,1,0,4.007333185232471,2,3.091042453358316,1.3862943611198906,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
47669,YAK/S/31276,10.0,1,1,4.304065093204169,3,3.258096538021482,1.9459101490553132,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
47670,YAK/S/31277,7.5,1,0,3.9318256327243257,2,3.4339872044851463,2.639057329615259,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
47671,YAK/S/31279,2.5,1,1,4.127134385045092,2,3.1354942159291497,1.791759469228055,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
47672,YAK/S/31281,12.5,1,1,4.110873864173311,2,3.713572066704308,1.6094379124341003,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
47673,YAK/S/31301,2.5,1,0,3.6635616461296463,4,3.2188758248682006,2.0794415416798357,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
47674,YAK/S/31302,10.0,3,1,4.02535169073515,2,3.8918202981106265,1.9459101490553132,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
47675,YAK/S/31303,12.5,1,1,3.9889840465642745,2,3.1780538303479458,1.3862943611198906,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
47676,YAK/S/31305,12.5,2,0,4.007333185232471,2,3.2188758248682006,1.3862943611198906,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
47677,YAK/S/31306,12.5,1,1,3.6109179126442243,2,3.091042453358316,1.3862943611198906,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
47678,YAK/S/31307,7.5,1,0,4.3694478524670215,3,3.5263605246161616,2.0794415416798357,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
47679,YAK/S/31311,12.5,0,0,3.7376696182833684,2,3.4657359027997265,2.995732273553991,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
47680,YAK/S/31312,7.5,0,0,3.784189633918261,2,3.1354942159291497,1.0986122886681096,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
47681,YAK/S/31315,10.0,1,1,4.143134726391533,2,3.4657359027997265,2.1972245773362196,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
47682,YAK/S/31320,10.0,1,0,4.02535169073515,2,3.295836866004329,1.0986122886681096,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
47683,YAK/S/31323,7.5,0,1,3.970291913552122,2,3.4011973816621555,2.70805020110221,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
47684,YAK/S/31325,12.5,1,0,3.8066624897703196,2,3.1780538303479458,2.1972245773362196,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
47685,YAK/S/31326,7.5,0,1,4.127134385045092,3,3.332204510175204,1.3862943611198906,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
47686,YAK/S/31327,7.5,1,0,3.9889840465642745,2,3.295836866004329,1.0986122886681096,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
47687,YAK/S/31341,7.5,1,0,3.6888794541139363,2,3.367295829986474,2.4849066497880004,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
47688,YAK/S/31347,7.5,0,0,4.276666119016055,3,3.4339872044851463,2.302585092994046,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
47689,YAK/S/31349,7.5,6,0,4.290459441148391,2,3.091042453358316,1.3862943611198906,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
47690,YAK/S/31352,10.0,1,1,4.2626798770413155,2,3.258096538021482,2.5649493574615367,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
47691,YAK/S/31355,7.5,1,1,4.290459441148391,2,3.828641396489095,1.9459101490553132,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
47692,YAK/S/31358,2.5,0,0,3.912023005428146,2,2.995732273553991,2.3978952727983707,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
47693,YAK/S/31360,7.5,1,0,3.9889840465642745,2,3.5553480614894135,2.302585092994046,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
47694,YAK/S/31363,2.5,0,0,4.276666119016055,2,3.7376696182833684,1.791759469228055,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
47695,YAK/S/31369,2.5,0,0,3.7376696182833684,3,3.1354942159291497,2.3978952727983707,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
47696,YAK/S/31372,12.5,1,0,4.127134385045092,2,3.258096538021482,2.302585092994046,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
47697,YAK/S/31373,2.5,4,1,3.8066624897703196,2,3.4339872044851463,1.6094379124341003,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
47698,YAK/S/31375,2.5,1,0,4.143134726391533,2,3.8712010109078907,1.9459101490553132,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
47699,YAK/S/31383,7.5,1,1,4.127134385045092,2,3.1354942159291497,2.3978952727983707,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
47700,YAK/S/31384,12.5,1,1,3.8066624897703196,2,3.1354942159291497,1.0986122886681096,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
47701,YAK/S/31392,10.0,0,0,4.343805421853684,3,4.007333185232471,1.3862943611198906,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
47702,YAK/S/31397,12.5,1,0,4.330733340286331,3,3.367295829986474,1.0986122886681096,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
47703,YAK/S/31398,7.5,1,0,3.9512437185814275,3,3.5553480614894135,2.833213344056216,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
47704,YAK/S/31410,0.0,1,0,3.6888794541139363,3,2.9444389791664403,0.6931471805599453,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
47705,YAK/S/31414,10.0,0,0,3.9889840465642745,2,3.713572066704308,1.9459101490553132,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
47706,YAK/S/31415,12.5,1,1,4.007333185232471,2,3.5263605246161616,1.6094379124341003,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
